Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact,Emergency_Contact_Ext
S03188,Adam Williams,2015-12-15,Grade 1,+16406271589,81690
S03189,Elizabeth Chang,2007-08-06,Grade 3,+18072684752,27707
S03190,Kimberly Clark,2018-08-20,Grade 2,+18512107911,133
S03191,Deborah Hill,2009-03-29,Grade 4,-,-
S03192,Phillip Mccall,2008-07-24,Grade 3,+15282742670,-
S03193,Alfred Flowers,2008-01-26,Grade 4,+17352083345,197
S03194,Katherine Gutierrez,2007-10-26,Grade 2,+15758956307,6810
S03195,Matthew Graves,2015-03-31,Grade 3,+15968785720,1739
S03196,George Vazquez,2018-07-27,Grade 4,+12865159612,3584
S03197,Joshua Jenkins,2013-05-13,Grade 2,+19327808146,-
S03198,Daniel Sawyer,2011-01-25,Grade 3,+14366611072,065
S03199,Christopher Baker,2008-08-18,Grade 5,+16167245127,-
S03200,Doris Jones,2011-10-11,Grade 1,+12807148469,337
S03201,John Lyons,2016-07-22,Grade 1,+12977852435,00056
S03202,David Blankenship,2008-01-11,Grade 2,+13729129806,6152
S03203,Nathan Garner,2019-01-28,Grade 1,+19876033253,236
S03204,Andrew Buchanan,2008-09-27,Grade 2,+12173351685,412
S03205,Joseph Peters,2015-09-14,Grade 3,+13075458705,90999
S03206,Daniel Reynolds,2017-06-16,Grade 1,+14835964392,-
S03207,Robert Williamson,2016-07-12,Grade 3,+16596319325,-
S03208,Justin Becker,2016-12-31,Grade 4,+19673755750,96988
S03209,Jasmine Brady,2011-09-09,Grade 4,+14705187909,-
S03210,Holly Poole,2015-02-18,Grade 2,+18554323184,386
S03211,Debbie Hodge,2011-11-19,Grade 2,+19214020316,-
S03212,Tiffany Hall,2011-02-18,Grade 4,+19006610923,223
S03213,Aaron Lara,2011-02-01,Grade 5,+13117498273,-
S03214,Douglas Williams,2009-01-29,Grade 5,+13572879832,73476
S03215,Dr. Julie Davis,2008-10-02,Grade 1,+17537401061,558
S03216,Robert Phillips,2009-09-24,Grade 1,+18224446109,-
S03217,Diane Nichols,2010-02-26,Grade 4,+15953264729,2776
S03218,Mr. Alexander Rosario,2016-04-06,Grade 4,+15628146359,466
S03219,Kim Miles,2014-05-30,Grade 1,+13664388611,-
S03220,Steve Henderson,2013-08-06,Grade 5,+16614093076,393
S03221,Jamie Hester,2014-04-19,Grade 4,+19893130721,7408
S03222,Tracy Hobbs,2007-10-30,Grade 2,+16053116110,669
S03223,Julia Garrett,2014-04-10,Grade 2,+18869840658,-
S03224,Gregory Evans,2013-05-18,Grade 4,+19138046774,277
S03225,Lauren Rhodes,2018-04-03,Grade 1,+13857323267,060
S03226,Jack Johnson,2012-11-23,Grade 5,-,-
S03227,Kathy Chaney,2017-03-17,Grade 1,+14614629169,-
S03228,Mary Carter,2012-08-30,Grade 4,+14952408174,4171
S03229,Kathryn Gonzalez,2015-02-04,Grade 1,+16276281621,151
S03230,Zachary Moore,2012-07-30,Grade 4,+19429816724,782
S03231,Teresa Harrell,2017-03-05,Grade 5,+14398209832,-
S03232,Adriana Silva,2014-11-18,Grade 5,+15144806040,0827
S03233,Whitney Lopez,2011-12-03,Grade 4,+19673845292,526
S03234,Janice Mcgee,2016-11-25,Grade 2,+18177614307,-
S03235,Dana Brooks,2006-07-22,Grade 3,-,-
S03236,Gabriel Frye,2013-04-05,Grade 3,+17346483455,-
S03237,Zachary Tanner,2009-08-12,Grade 3,+17767330340,63822
S03238,Michelle Osborne,2012-05-13,Grade 3,+17167555260,-
S03239,Joseph James,2008-03-14,Grade 2,+19512025847,-
S03240,Chelsey Short,2009-01-19,Grade 2,+15684726654,-
S03241,Tiffany Brown,2008-08-23,Grade 5,+12327723194,-
S03242,Mary Andrews,2012-11-21,Grade 5,+16688975341,-
S03243,Jason West,2015-01-03,Grade 4,-,-
S03244,Terri Willis,2014-07-13,Grade 1,+17374482991,-
S03245,Jason Jenkins,2008-01-19,Grade 1,+19567483361,587
S03246,Pamela Schmidt,2013-11-21,Grade 3,+13644124883,-
S03247,Tammie Hopkins,2017-09-26,Grade 3,+18916117901,40872
S03248,Susan Griffith,2011-06-10,Grade 5,+13738859938,-
S03249,Daniel Rush,2007-04-24,Grade 2,+17916071763,26548
S03250,Ashley Olsen,2014-11-19,Grade 1,+13089824095,737
S03251,Anna Maldonado,2006-12-20,Grade 2,+16805835402,-
S03252,Jennifer Garner,2015-04-06,Grade 3,+12176382344,-
S03253,Denise Wagner,2012-07-24,Grade 2,+13987078461,110
S03254,Andrew Bailey,2009-06-25,Grade 1,+12744115643,-
S03255,Janet Mitchell,2016-12-19,Grade 5,+15298672255,021
S03256,Brittany Peterson,2006-09-13,Grade 2,+16227441397,2449
S03257,Lindsey Lee,2017-03-21,Grade 2,+18612256271,037
S03258,Nicholas Young,2015-02-02,Grade 1,+16109772531,-
S03259,Cynthia Walker,2015-05-30,Grade 4,+18698229828,7473
S03260,Bryan Butler,2012-02-10,Grade 4,+14532599544,096
S03261,Robert Sullivan,2014-05-29,Grade 4,+12154440021,-
S03262,Janice Jones,2014-06-17,Grade 5,+14883775281,853
S03263,Amy Andrade,2007-06-23,Grade 1,+18203324839,3692
S03264,Robert Scott,2008-03-28,Grade 5,+14337736848,-
S03265,Andrew Lopez,2015-11-26,Grade 1,+18775388529,57554
S03266,Stephen Wilson,2006-12-28,Grade 1,+12208688849,997
S03267,Monica Smith,2017-06-25,Grade 1,+18829631789,4286
S03268,Erica Zuniga,2015-01-16,Grade 4,+19852736680,-
S03269,Ashley May,2008-12-17,Grade 1,+19122684261,-
S03270,Rebecca Weaver,2007-10-28,Grade 1,+18589850795,-
S03271,Miguel Wade,2007-02-05,Grade 4,+12876455884,-
S03272,Ashley Johnson,2011-07-06,Grade 2,+16855757769,-
S03273,Terry Matthews,2007-06-06,Grade 2,-,-
S03274,Caitlin Thompson,2018-01-21,Grade 3,+15822658025,5802
S03275,Holly Dennis,2018-07-17,Grade 2,+16417796448,-
S03276,Dustin Wells,2018-06-28,Grade 4,+13142205809,-
S03277,Ana Wong,2011-09-07,Grade 3,+19402122331,-
S03278,Alex Chen,2015-01-08,Grade 1,+14903014745,129
S03279,Amy Hodges,2006-12-15,Grade 4,+12958090722,050
S03280,Laura Rodriguez,2013-05-12,Grade 4,-,-
S03281,Matthew Conner,2008-02-29,Grade 4,+17375751927,570
S03282,Roberta Mills,2009-02-13,Grade 3,+16796677158,4252
S03283,Edward Jacobson,2006-12-21,Grade 5,+15986901783,688
S03284,Michelle Wright,2018-11-30,Grade 4,+12367370709,-
S03285,Mrs. Emily Evans,2018-02-18,Grade 5,+16627013163,653
S03286,Natalie Kennedy,2010-01-27,Grade 4,+12928180442,-
S03287,Julia Jones,2006-05-28,Grade 4,+17506696975,-
S03288,Michelle Kelley,2012-03-13,Grade 5,+13785424499,-
S03289,Mr. Alejandro Gross Jr.,2012-04-07,Grade 3,+17162727684,-
S03290,Laurie Miller,2016-09-03,Grade 4,+15378965990,49409
S03291,James Brown,2007-04-21,Grade 2,-,-
S03292,Richard Quinn,2009-10-03,Grade 2,+17795919274,62474
S03293,Karina Higgins,2014-09-19,Grade 4,+15325152948,55225
S03294,Jonathan Horne,2009-01-31,Grade 5,+17465113152,13995
S03295,Matthew Burns,2006-06-18,Grade 4,+14112769055,-
S03296,Alicia Guzman,2014-07-17,Grade 4,+15852054965,173
S03297,Kevin Kennedy,2016-03-26,Grade 5,+12822425745,-
S03298,Judy Sullivan,2008-04-01,Grade 5,+18762022383,93622
S03299,Samantha Hunt,2015-11-13,Grade 5,+13464087108,-
S03300,Ryan Coleman,2012-09-24,Grade 4,+13573825956,-
S03301,Ruth White,2013-03-18,Grade 1,+18508539028,-
S03302,Carrie Patterson,2015-01-28,Grade 5,+12318791456,8119
S03303,Daniel Mills,2006-09-28,Grade 1,+15984078084,-
S03304,Jamie Patton,2008-01-24,Grade 5,+18636413253,449
S03305,Gregory Schneider,2017-06-23,Grade 3,+12999684240,-
S03306,Desiree Morales,2014-06-04,Grade 2,+18278093725,-
S03307,Shawn Bowers,2018-01-19,Grade 2,+19366183093,31510
S03308,Allen West,2016-04-14,Grade 2,+16555558067,-
S03309,Wendy Fowler,2010-12-31,Grade 1,+12695445422,603
S03310,Sherry Taylor,2008-04-29,Grade 4,+18133815142,-
S03311,Nicole Hampton,2012-02-16,Grade 4,+15215472667,4550
S03312,Devin Cameron,2008-03-27,Grade 5,+12718751940,-
S03313,Laura Perez,2014-12-17,Grade 5,+16966575748,30164
S03314,Mary Hodges,2008-03-28,Grade 4,+19159328278,392
S03315,Peggy Brown,2013-06-21,Grade 2,+16862858254,-
S03316,Jonathan Lambert,2015-05-02,Grade 2,+16254405923,244
S03317,Richard Rowe,2013-08-11,Grade 2,+19692894138,4037
S03318,Sarah Ford,2010-03-05,Grade 4,+13792074337,-
S03319,Christine Bernard,2012-03-03,Grade 3,+17615161468,-
S03320,Jessica Curtis,2015-09-29,Grade 4,+18393899775,954
S03321,Rebekah Cobb,2017-08-10,Grade 2,+13069044287,98119
S03322,Gregg Clements,2012-06-26,Grade 5,+14227918325,5318
S03323,Mark Barnett,2011-07-16,Grade 4,+18703026780,16716
S03324,James Cruz,2006-06-12,Grade 3,+13496085484,61359
S03325,Kimberly Martinez,2012-01-02,Grade 3,+13409333577,9734
S03326,Brittany Baker,2012-10-29,Grade 1,+12008314670,-
S03327,Patricia Fernandez,2009-12-05,Grade 4,+12135967908,-
S03328,Thomas Savage,2007-07-03,Grade 3,+17168530122,-
S03329,Cindy Fisher,2016-05-21,Grade 1,+16909892297,-
S03330,Tanner Webb,2012-07-31,Grade 1,+19187835090,-
S03331,Andrea Yates,2009-11-11,Grade 2,+17095276447,-
S03332,Robert Faulkner,2016-10-22,Grade 1,+18798716105,83491
S03333,Jeffrey Randolph,2014-08-04,Grade 1,+17082062337,52984
S03334,Randy Schultz,2008-06-02,Grade 3,+12006978386,4493
S03335,Sarah Flores,2016-08-30,Grade 5,+16504100674,-
S03336,Dustin Ward,2013-02-21,Grade 1,-,-
S03337,Kristen Torres,2008-06-09,Grade 3,+14209032576,-
S03338,James Alexander,2017-08-04,Grade 4,+19919797547,97535
S03339,Tara Grimes,2014-12-20,Grade 1,+13998587684,07871
S03340,Kimberly Shields,2014-02-28,Grade 3,+14227841983,-
S03341,Mr. Christopher Carpenter,2008-08-09,Grade 2,+12532109318,924
S03342,Mary Hammond,2014-02-14,Grade 5,+12222602398,506
S03343,Jason Rose,2010-04-22,Grade 5,+15252001084,0437
S03344,Erica Watson,2015-11-17,Grade 1,-,-
S03345,Angela Navarro,2009-01-31,Grade 4,+15713608760,0850
S03346,Erica Johnson,2010-09-24,Grade 2,+15958124862,-
S03347,Mark Bray,2017-05-03,Grade 1,+12183882914,-
S03348,Sara Wells,2015-04-18,Grade 2,+13845218597,-
S03349,Daniel Clark,2013-02-18,Grade 1,+16574934940,3307
S03350,Dana Garcia,2010-11-08,Grade 1,+16036773051,9429
S03351,James Burch,2015-09-15,Grade 3,+18797395976,9749
S03352,Nicole Garcia,2014-09-06,Grade 1,+12947944313,69141
S03353,George Todd,2016-11-15,Grade 2,+19294921257,710
S03354,Jessica Morrison,2006-08-24,Grade 3,+19538411765,240
S03355,Mark Doyle,2016-05-29,Grade 1,+16493779895,-
S03356,Dana Atkinson,2015-12-31,Grade 1,+19024317248,-
S03357,Darin Lewis,2006-11-19,Grade 5,+18585242246,922
S03358,Mark Roach,2014-02-16,Grade 5,+18777377937,030
S03359,Lindsey Martinez,2015-06-05,Grade 3,+17269168599,1335
S03360,Corey Santos,2010-10-20,Grade 4,+19936629512,29800
S03361,Ernest Moore,2011-08-09,Grade 1,+12782798177,-
S03362,Robert Martin,2019-01-09,Grade 5,+14108193908,-
S03363,Colleen Mcpherson,2015-03-12,Grade 1,+19349086145,-
S03364,Michael Cardenas,2017-10-30,Grade 4,+16216335193,884
S03365,Jessica Sanders,2014-05-18,Grade 4,+19423210700,1448
S03366,Robert Buchanan,2006-12-14,Grade 1,+17247349082,-
S03367,Chelsea Gaines,2007-03-12,Grade 2,+19884366147,-
S03368,Angela May,2006-06-16,Grade 1,+16699423208,-
S03369,Christine Glover,2015-07-02,Grade 5,+18167593544,24410
S03370,Rachel Bell,2016-03-27,Grade 3,+16239094004,19044
S03371,Ashley Edwards,2006-04-20,Grade 1,+19478294172,-
S03372,Michele Johnson,2013-03-17,Grade 1,+18403777087,-
S03373,Jeanette Morgan,2018-10-18,Grade 4,+15694087709,55080
S03374,William Meyer,2010-06-08,Grade 3,+13494883484,-
S03375,Mrs. Stephanie Ramirez,2011-06-02,Grade 1,+12774319576,-
S03376,Amanda Simpson,2006-11-18,Grade 5,+16778586223,462
S03377,Shane Landry,2012-04-21,Grade 5,+17796542004,-
S03378,Nicholas Snyder,2015-02-26,Grade 5,+19632928185,174
S03379,Jordan Klein,2012-07-30,Grade 4,+15338878810,539
S03380,Carolyn Garcia,2008-11-22,Grade 5,+15914878569,379
S03381,Karen Kennedy,2013-03-11,Grade 3,+17175534996,-
S03382,Kimberly Fields,2016-05-30,Grade 5,+13894955601,532
S03383,Holly Calderon,2018-03-12,Grade 4,+19663964242,-
S03384,Shane Collins,2013-12-19,Grade 1,+13675334135,00703
S03385,Christopher Jones,2009-06-26,Grade 3,+15294903871,0817
S03386,Michael Skinner,2016-03-22,Grade 5,+18817930332,-
S03387,Andrew Clark,2008-01-17,Grade 2,+19173103916,521
S03388,Scott Hancock,2018-02-16,Grade 4,+19893534120,94539
S03389,Kathleen Jackson,2012-09-04,Grade 2,+16878061222,-
S03390,Nicole Richardson,2013-11-09,Grade 3,+18685223410,14065
S03391,Amanda Holmes,2007-09-09,Grade 1,+14332632038,4706
S03392,James Reyes,2007-11-07,Grade 4,+18153572072,-
S03393,Haley Peters,2006-06-13,Grade 2,+16034818695,-
S03394,Casey Smith,2014-12-08,Grade 1,+17496241036,98803
S03395,Candice Roberts,2013-05-29,Grade 2,+12005474702,78558
S03396,Renee Mason,2014-08-14,Grade 4,+16435864568,9946
S03397,Danielle Thornton,2006-07-24,Grade 2,+14348955299,33457
S03398,Dana Campbell,2010-08-31,Grade 4,+16335324869,486
S03399,Brian Lynn,2014-01-25,Grade 3,+16606126357,-
S03400,Sean Cohen,2014-06-26,Grade 5,+13923453313,54946
S03401,Jeremy Phillips,2007-03-23,Grade 4,+14915376873,969
S03402,Ashley Ramirez,2009-10-07,Grade 4,+17329682845,5589
S03403,Mitchell Norris,2006-09-28,Grade 3,+15593966453,-
S03404,Stephanie Cannon,2009-01-16,Grade 3,+12207435045,-
S03405,Lee Hill,2012-05-04,Grade 1,+16033266102,-
S03406,Cynthia Krueger,2014-01-31,Grade 4,+12997380095,1945
S03407,Kevin Johnson,2010-07-30,Grade 2,+16833400867,556
S03408,Michelle Holmes,2015-05-18,Grade 2,+18795522881,17885
S03409,Eric Johns,2011-06-10,Grade 1,+17392200572,961
S03410,Crystal Mccarty,2018-01-13,Grade 1,+16407066128,961
S03411,Jose Stewart,2010-05-27,Grade 4,+19528656827,1840
S03412,Robert Jacobson,2008-05-26,Grade 5,+12534378678,69687
S03413,Laura Burke,2016-08-26,Grade 2,+12343148498,707
S03414,Alexandria Love,2006-11-23,Grade 4,+12034864349,68425
S03415,Lucas Wood,2014-04-04,Grade 3,+15116307144,951
S03416,Julia Zimmerman,2010-03-09,Grade 4,+18128159413,376
S03417,Jeffrey Spencer,2015-02-17,Grade 1,+14039856349,-
S03418,Julie Ochoa,2016-11-17,Grade 2,+15044796621,6173
S03419,Jesse Petty,2015-11-17,Grade 1,+12578238528,-
S03420,Joshua Fernandez,2006-11-13,Grade 5,+15243805484,-
S03421,Alexandria Andrews,2010-07-13,Grade 1,+12424325564,-
S03422,Autumn Martinez,2012-01-13,Grade 1,+15852917106,226
S03423,Raymond Myers,2010-11-28,Grade 2,+16784631314,-
S03424,Cheryl Morales,2014-12-15,Grade 1,+16388026193,-
S03425,Austin Ramos,2017-07-03,Grade 3,+18157121663,93620
S03426,Benjamin Maldonado,2008-05-12,Grade 1,+14114274634,8310
S03427,Robert Lawrence,2019-01-02,Grade 2,+12785930030,6606
S03428,David Taylor,2013-04-11,Grade 2,+13532289841,529
S03429,Nicole Dyer,2017-09-17,Grade 3,+12235043902,-
S03430,Sandra Freeman,2007-05-14,Grade 2,+16427619770,-
S03431,Sean Wood,2015-04-16,Grade 1,+18804180204,0504
S03432,Megan Morrison,2016-07-30,Grade 5,+16232841967,-
S03433,Victoria Garza,2006-09-20,Grade 5,+13596143973,-
S03434,Priscilla Rodriguez,2006-10-20,Grade 1,+12086702086,19467
S03435,Brian Diaz,2016-12-29,Grade 4,+12212247242,7565
S03436,Raymond Russell,2006-08-21,Grade 2,+19237355865,-
S03437,Lindsey Weber,2008-01-03,Grade 4,+16859705262,-
S03438,Brenda Simpson,2009-12-23,Grade 5,+12952041417,-
S03439,Lucas Daniels,2012-02-28,Grade 4,+12484039970,49584
S03440,Bobby Mooney,2013-03-04,Grade 3,+14069953987,7147
S03441,Nicholas Taylor,2014-10-06,Grade 4,+17612385645,244
S03442,Nicholas Flores,2006-11-02,Grade 5,+14662218046,-
S03443,Karen Patton,2010-06-18,Grade 1,+14288537078,-
S03444,Andrea Wright,2012-12-24,Grade 4,+12104427441,-
S03445,Jesus Phillips,2008-10-14,Grade 1,+14103065254,-
S03446,Katherine Smith,2013-08-07,Grade 1,+18546427493,-
S03447,Daniel Lopez,2014-11-12,Grade 4,+12099690879,7881
S03448,Joan Jensen,2014-09-18,Grade 2,+19587629597,-
S03449,Megan Gibson,2010-06-20,Grade 1,+13758853779,38017
S03450,Mark Myers,2018-04-19,Grade 4,+12418976405,02222
S03451,Antonio Brown,2015-09-20,Grade 2,+12748922645,-
S03452,Amanda Hubbard,2013-01-17,Grade 5,-,-
S03453,Michael Weiss,2016-12-20,Grade 1,+15569092903,-
S03454,Sean Dean,2013-05-11,Grade 3,+17469044901,730
S03455,Timothy Woodard,2017-03-18,Grade 4,+18357483888,33053
S03456,Chelsea Brown,2017-10-14,Grade 1,+19662226712,-
S03457,Jonathan Washington,2012-03-15,Grade 5,+15808572175,-
S03458,Garrett Kim,2017-04-26,Grade 5,+16725254287,64920
S03459,Andrew Ewing,2018-07-30,Grade 5,+15874815758,268
S03460,Emily Marsh,2018-05-22,Grade 3,+12577106434,54688
S03461,Pam Miller,2015-02-09,Grade 2,+19125320339,-
S03462,Steven Berger,2011-02-25,Grade 4,+12923961920,58967
S03463,Joseph Bradshaw,2014-04-25,Grade 2,+13222485521,6995
S03464,Lindsey Parker,2014-06-02,Grade 3,+17719647776,-
S03465,Jason Reese,2015-08-31,Grade 5,+17166278031,7107
S03466,Keith Allen,2011-11-28,Grade 4,+12573331763,-
S03467,Alyssa Oliver,2012-03-11,Grade 5,+13915255542,5239
S03468,Brandon Gomez,2018-11-23,Grade 2,+15012517299,295
S03469,Renee Perez,2018-06-14,Grade 3,+13896271739,-
S03470,Phillip Torres,2010-05-11,Grade 3,+17257203757,-
S03471,Justin Elliott,2015-12-15,Grade 4,+19776497518,-
S03472,Noah Wilson,2011-07-11,Grade 2,+17007966698,013
S03473,Scott Simmons,2010-07-13,Grade 5,+17627739995,77448
S03474,Michelle Glenn,2010-11-25,Grade 1,+19937277767,7766
S03475,Justin Alexander,2014-06-06,Grade 3,+14607447281,-
S03476,Natalie Tran,2013-12-09,Grade 3,+18594796590,-
S03477,Jacob Waters,2012-12-17,Grade 3,+13452561750,1669
S03478,Gail Weeks,2017-03-27,Grade 5,+14507521790,19911
S03479,Richard Park,2008-10-27,Grade 4,-,-
S03480,Kevin Montgomery,2017-12-08,Grade 4,+19167991315,-
S03481,David Khan,2012-10-14,Grade 2,+14159181021,7368
S03482,Ryan Mccoy,2009-07-15,Grade 5,+12402441607,9843
S03483,Melissa Garza,2014-10-17,Grade 4,+14295080189,010
S03484,Kenneth Gallegos,2017-12-29,Grade 1,+18486534445,12803
S03485,Sophia Deleon,2016-09-07,Grade 4,+19494671477,225
S03486,Marcus Johnston,2010-10-19,Grade 1,-,-
S03487,Robert Lowery,2012-05-12,Grade 5,+19929008083,656
S03488,Jaime Burke,2018-02-13,Grade 1,+18328972683,-
S03489,Norman Payne,2015-01-30,Grade 5,+12766800801,864
S03490,Jeffrey Gomez,2015-05-16,Grade 3,+16082335806,4456
S03491,Danielle Torres,2010-08-03,Grade 5,+18179959449,09983
S03492,Robert Ramos,2016-10-17,Grade 5,+15682691077,9743
S03493,Meghan Martinez,2009-09-20,Grade 2,+13785269463,7093
S03494,Jeffrey Robinson,2016-04-01,Grade 5,+17933138188,561
S03495,Justin Jarvis,2008-07-11,Grade 3,+12759934201,-
S03496,Anna Becker,2016-04-18,Grade 5,+14649252503,85898
S03497,Roberta Bush,2012-12-20,Grade 3,+17977665422,-
S03498,Brenda Gonzalez,2008-07-01,Grade 4,+14932669079,-
S03499,Michael Wu,2013-04-17,Grade 2,+14848031147,19181
S03500,Rhonda Klein,2016-07-07,Grade 2,+17738975594,-
S03501,Jeremy Gonzalez,2013-01-16,Grade 3,+13514126006,20568
S03502,Elaine Smith,2007-04-01,Grade 2,+15453964465,19942
S03503,Rebecca Watson,2013-12-21,Grade 2,+14139949635,-
S03504,Christopher Thompson,2018-11-08,Grade 1,+13535049891,-
S03505,Amanda Cervantes,2017-06-18,Grade 5,+16927715060,354
S03506,Ashley Fischer,2012-12-11,Grade 3,+15252541820,413
S03507,Cynthia David,2006-12-30,Grade 1,+16509445627,7880
S03508,Mark Galloway,2007-05-02,Grade 2,+12907497541,51837
S03509,Stephen Pierce,2016-05-22,Grade 1,+17092322641,435
S03510,Adriana Butler,2016-07-30,Grade 4,+15368663036,6922
S03511,Karen Vaughan,2013-10-29,Grade 1,+19852972945,-
S03512,Christopher Brown,2015-06-25,Grade 5,-,-
S03513,David Thompson,2008-07-27,Grade 2,+19928248678,041
S03514,Brandon White,2014-08-26,Grade 1,+12889291878,4026
S03515,Hannah Lewis,2018-07-22,Grade 5,+17228545204,9428
S03516,Gary Rodriguez,2007-01-08,Grade 3,+17844567467,-
S03517,Amber Brooks,2016-09-22,Grade 1,+14565029655,08087
S03518,Christopher Good,2010-10-12,Grade 4,+16929875830,-
S03519,Kevin Solis,2006-12-15,Grade 4,+15909434577,-
S03520,Spencer Baker,2007-07-22,Grade 1,+18002150143,6265
S03521,Martin Taylor,2018-03-26,Grade 1,+14744606135,-
S03522,David Willis,2011-06-14,Grade 3,+19216490878,95230
S03523,Jesse Perry,2015-05-16,Grade 3,+14857654748,-
S03524,Sergio Klein,2007-02-18,Grade 5,+16687798601,-
S03525,Jessica Butler,2009-01-26,Grade 1,+12508071851,6649
S03526,James Smith,2010-07-11,Grade 4,+14839575181,5094
S03527,Robert Morgan,2015-11-25,Grade 5,+17876731810,41785
S03528,Jeffrey Whitehead,2011-01-28,Grade 5,-,-
S03529,Frank Carter,2008-12-23,Grade 5,+16178371561,15008
S03530,Rebecca Christian,2011-09-06,Grade 2,+19192266577,-
S03531,Miranda Myers,2016-09-19,Grade 1,+14112416669,-
S03532,Susan Rivas,2018-02-06,Grade 3,+12737871650,-
S03533,Ashley Williams,2016-02-01,Grade 1,+14837973792,947
S03534,Seth Rosales,2012-03-12,Grade 5,+14326926513,2708
S03535,Jennifer Webb,2007-05-04,Grade 5,+17023398602,-
S03536,Robert Clarke,2011-08-01,Grade 1,+18545827926,-
S03537,Gregory James,2018-12-23,Grade 3,+12152472441,7487
S03538,Tiffany David,2008-04-15,Grade 5,+14602220379,-
S03539,Micheal Brown,2018-09-04,Grade 5,+13405430432,297
S03540,Miss Felicia Bryant,2017-09-17,Grade 2,+18812497831,6789
S03541,Dennis Rojas,2009-09-24,Grade 2,+12249403145,6988
S03542,Scott Valenzuela,2013-08-07,Grade 4,+17829802473,16179
S03543,Kelly Williams,2015-03-28,Grade 2,+18083427269,09854
S03544,Kirk Pugh,2014-02-16,Grade 4,+16777651861,20643
S03545,Samantha Cortez,2008-01-23,Grade 5,+18312231846,13305
S03546,Jessica Jones,2012-10-09,Grade 1,+14313184921,6772
S03547,Patricia Nelson,2014-08-15,Grade 4,+19906456346,396
S03548,Brittney Kim,2007-11-12,Grade 1,+13113494069,-
S03549,Alexander Gibson,2013-12-27,Grade 3,+14885245194,394
S03550,Jesse Munoz,2019-03-02,Grade 2,+18837368694,335
S03551,Samantha Ross,2008-12-05,Grade 1,+17254236549,040
S03552,James Anthony,2018-02-16,Grade 3,+18027512211,073
S03553,Nathan Boone,2017-12-26,Grade 4,+13105944464,1060
S03554,Jeffrey Kaufman,2010-05-02,Grade 3,+16775629818,288
S03555,Joshua White,2008-05-19,Grade 3,+14259530930,-
S03556,Tina Navarro,2011-10-19,Grade 4,+15752152670,-
S03557,Devin Wagner,2007-09-10,Grade 4,+14705310635,-
S03558,Michael Torres,2010-06-28,Grade 1,+15299559552,-
S03559,Rebecca Atkinson,2016-07-09,Grade 1,+15253240539,0547
S03560,John Stephenson,2014-07-06,Grade 1,+14003347027,-
S03561,Rebecca Archer,2014-01-30,Grade 3,+15507127155,-
S03562,Mark Pineda,2010-07-29,Grade 2,+15474019837,-
S03563,Sarah Arellano,2013-10-02,Grade 2,+17087957001,520
S03564,Dana Garcia,2008-03-25,Grade 2,+13412542456,775
S03565,Benjamin Kelly,2011-08-05,Grade 2,+13896185099,3250
S03566,Evelyn Thomas,2009-05-20,Grade 4,+19603661025,269
S03567,Melanie Owens,2015-02-05,Grade 4,+14702381400,-
S03568,Jessica White,2012-04-01,Grade 3,+16545329934,345
S03569,Alexa Flynn,2009-02-08,Grade 3,+19546683641,-
S03570,Crystal Alexander,2012-10-28,Grade 4,+19555676834,67780
S03571,Erika Jones,2012-12-10,Grade 5,+15486250313,2470
S03572,Kristen Greer,2013-03-15,Grade 5,+13323601538,-
S03573,Darrell Stone,2008-04-24,Grade 4,+18792000927,423
S03574,Brandon Ayers,2013-03-11,Grade 3,-,-
S03575,David Adams,2015-04-06,Grade 3,+18564553822,07743
S03576,Belinda Ruiz,2014-08-21,Grade 3,+15346190279,2703
S03577,Jennifer Murphy,2016-03-18,Grade 3,+13805330651,77128
S03578,Anthony Palmer,2012-07-01,Grade 5,+19038461966,2309
S03579,Jeremy Greene,2015-01-24,Grade 3,+19872663725,0830
S03580,Joseph Lee,2011-09-23,Grade 3,+17907317184,-
S03581,William Kemp,2010-12-16,Grade 1,+18459580953,-
S03582,Devin Hampton,2011-03-17,Grade 2,+13532286552,45161
S03583,Sarah Gonzalez,2009-02-27,Grade 5,+13902765667,-
S03584,Jennifer Young,2016-05-14,Grade 5,+19316668723,44191
S03585,Dana Huang,2013-07-20,Grade 4,+13264376643,4489
S03586,Emily Terry,2010-01-11,Grade 2,+15857988028,-
S03587,Mark Bailey,2013-09-28,Grade 5,+17663664032,04611
S03588,Andrea Johnson,2016-03-31,Grade 3,+14949383880,-
S03589,Ryan Wheeler,2012-07-29,Grade 5,+19865771952,884
S03590,Jared Castro,2018-03-11,Grade 4,+14443572637,74113
S03591,Jessica Turner,2006-01-09,Grade 4,+13092631166,-
S03592,Patrick Adams,2012-06-30,Grade 2,+13936997942,-
S03593,Christina Mcmillan,2007-06-16,Grade 5,+16018597083,5282
S03594,Sandra Riggs,2015-04-17,Grade 1,+19233893815,-
S03595,Cynthia Serrano,2009-01-07,Grade 2,+18184779128,-
S03596,Brian Woods,2017-10-06,Grade 3,+17104737751,-
S03597,Ian Barr,2013-10-27,Grade 3,+15366866734,-
S03598,Jennifer Sullivan,2017-11-24,Grade 2,+17315483633,-
S03599,Tammy Smith,2008-08-29,Grade 5,-,-
S03600,Maria Fischer,2008-06-03,Grade 2,+12779633529,-
S03601,Nicholas Saunders,2011-05-31,Grade 3,+12433750104,721
